method,direction,donor_id,marker,value
SVM,negative,a_2a,2DS4,2.7738687448524093
SVM,negative,a_2a,ILT2-CD85j,0.943421581541804
SVM,negative,a_2a,NKp46,-0.06264691192378971
SVM,negative,a_2a,NKG2D,1.9302982917672822
SVM,negative,a_2a,NKG2C,1.8656570716005278
SVM,negative,a_2a,2B4,2.4799967530080833
SVM,negative,a_2a,CD33,2.3035858655793895
SVM,negative,a_2a,CD11b,1.0737790721968015
SVM,negative,a_2a,NKp30,-0.014547660410407405
SVM,negative,a_2a,CD122,-0.018743941815916314
SVM,negative,a_2a,3DL1,-0.01668057721827855
SVM,negative,a_2a,NKp44,-0.13293998502956478
SVM,negative,a_2a,CD127,0.5950121933305084
SVM,negative,a_2a,2DL1,-0.11410422473107694
SVM,negative,a_2a,CD94,2.307247163597786
SVM,negative,a_2a,CD34,-0.01812903070799279
SVM,negative,a_2a,CCR7,-0.08960598206722077
SVM,negative,a_2a,2DL3,-0.0879600182760193
SVM,negative,a_2a,NKG2A,-0.08879539702741823
SVM,negative,a_2a,HLA-DR,3.202789768042539
SVM,negative,a_2a,2DL4,0.582185006663714
SVM,negative,a_2a,CD56,0.9372347252169402
SVM,negative,a_2a,2DL5,-0.08845543680991708
SVM,negative,a_2a,CD25,-0.025530309562244332
SVM,negative,a_2b,CD3,5.687756114357386
SVM,negative,a_2b,CD27,1.6615243291930823
SVM,negative,a_2b,CD19,0.3435281700200754
SVM,negative,a_2b,CD4,0.8352007273011637
SVM,negative,a_2b,CD8,4.615466279680918
SVM,negative,a_2b,CD57,2.453897239384452
SVM,negative,a_2b,2DL1-S1,-0.0324868484156192
SVM,negative,a_2b,TRAIL,-0.07367797709435205
SVM,negative,a_2b,2DL2-L3-S2,-0.029133743201879257
SVM,negative,a_2b,CD16,1.029463730181672
SVM,negative,a_2b,CD10,-0.022324188919823247
SVM,negative,a_2b,3DL1-S1,-0.06080759678083039
SVM,negative,a_2b,CD117,-0.15501385788068078
SVM,negative,a_2b,2DS4,-0.019083168657386653
SVM,negative,a_2b,ILT2-CD85j,-0.06553866706803993
SVM,negative,a_2b,NKp46,-0.06830813110728738
SVM,negative,a_2b,NKG2D,1.6153047692747111
SVM,negative,a_2b,NKG2C,0.8924510786633866
SVM,negative,a_2b,2B4,2.421694694579021
SVM,negative,a_2b,CD33,-0.0018920181206788275
SVM,negative,a_2b,CD11b,1.2528864862341682
SVM,negative,a_2b,NKp30,-0.030731406274037573
SVM,negative,a_2b,CD122,-0.0855120314544251
SVM,negative,a_2b,3DL1,-0.11118409582246978
SVM,negative,a_2b,NKp44,-0.02822607555347587
SVM,negative,a_2b,CD127,2.890926658568673
SVM,negative,a_2b,2DL1,-0.05105371827619046
SVM,negative,a_2b,CD94,0.8497368347968537
SVM,negative,a_2b,CD34,-0.09032970918022372
SVM,negative,a_2b,CCR7,-0.060206969842015096
SVM,negative,a_2b,2DL3,-0.02754489840329586
SVM,negative,a_2b,NKG2A,-0.07406547008864739
SVM,negative,a_2b,HLA-DR,3.4131766933721552
SVM,negative,a_2b,2DL4,1.3614860038385068
SVM,negative,a_2b,CD56,0.8966707538351406
SVM,negative,a_2b,2DL5,-0.05650074306357269
SVM,negative,a_2b,CD25,-0.043905509515137144
SVM,negative,a_3a,CD3,5.3455961285493325
SVM,negative,a_3a,CD27,1.236407410184029
SVM,negative,a_3a,CD19,-0.02928386200315451
SVM,negative,a_3a,CD4,0.16232056553205748
SVM,negative,a_3a,CD8,2.005925734068494
SVM,negative,a_3a,CD57,1.945642200777946
SVM,negative,a_3a,2DL1-S1,-0.022333489396158136
SVM,negative,a_3a,TRAIL,-0.09784111750548598
SVM,negative,a_3a,2DL2-L3-S2,-0.058579410102288995
SVM,negative,a_3a,CD16,0.14131978091971242
SVM,negative,a_3a,CD10,-0.04411401620202851
SVM,negative,a_3a,3DL1-S1,-0.07930477302622027
SVM,negative,a_3a,CD117,-0.12111877850112615
SVM,negative,a_3a,2DS4,-0.10026493649822447
SVM,negative,a_3a,ILT2-CD85j,-0.06823765200429206
SVM,negative,a_3a,NKp46,-0.08104531163500443
SVM,negative,a_3a,NKG2D,1.4723829740809657
SVM,negative,a_3a,NKG2C,-0.01791956781862272
SVM,negative,a_3a,2B4,1.3520681856667842
SVM,negative,a_3a,CD33,2.426453404095621
SVM,negative,a_3a,CD11b,0.5737918755970063
SVM,negative,a_3a,NKp30,0.0038927806944454584
SVM,negative,a_3a,CD122,-0.06851194296747237
SVM,negative,a_3a,3DL1,-0.02250444321775992
SVM,negative,a_3a,NKp44,-0.04089810551342338
SVM,negative,a_3a,CD127,0.6086750932463831
SVM,negative,a_3a,2DL1,-0.06783921155771014
SVM,negative,a_3a,CD94,2.711641870132682
SVM,negative,a_3a,CD34,-0.014806307768701586
SVM,negative,a_3a,CCR7,-0.061984334212815385
SVM,negative,a_3a,2DL3,-0.07633819057944105
SVM,negative,a_3a,NKG2A,-0.04160771478978977
SVM,negative,a_3a,HLA-DR,2.71059827052913
SVM,negative,a_3a,2DL4,0.555590513616393
SVM,negative,a_3a,CD56,0.39520105502056363
SVM,negative,a_3a,2DL5,-0.0693858921054853
SVM,negative,a_3a,CD25,-0.06565017388380914
SVM,negative,a_3b,CD3,3.9057325069853603
SVM,negative,a_3b,CD27,1.7189378375446471
SVM,negative,a_3b,CD19,0.09925913446852125
SVM,negative,a_3b,CD4,0.3274234755242474
SVM,negative,a_3b,CD8,4.665105179401416
SVM,negative,a_3b,CD57,2.4537322633544782
SVM,negative,a_3b,2DL1-S1,0.1969363012357784
SVM,negative,a_3b,TRAIL,-0.12810838242199724
SVM,negative,a_3b,2DL2-L3-S2,0.09931673833402044
SVM,negative,a_3b,CD16,3.4097625358676558
SVM,negative,a_3b,CD10,-0.009953615368230233
SVM,negative,a_3b,3DL1-S1,-0.10745758963172519
SVM,negative,a_3b,CD117,-0.07950743923431
SVM,negative,a_3b,2DS4,-0.03703656696395198
SVM,negative,a_3b,ILT2-CD85j,2.266241073124911
SVM,negative,a_3b,NKp46,-0.00819629715954069
SVM,negative,a_3b,NKG2D,2.0346544566643083
SVM,negative,a_3b,NKG2C,1.3971393684990074
SVM,negative,a_3b,2B4,2.1646298424474115
SVM,negative,a_3b,CD33,2.7836817272127217
SVM,negative,a_3b,CD11b,1.5159815817993665
SVM,negative,a_3b,NKp30,-0.0644008385066013
SVM,negative,a_3b,CD122,-0.0026014144062206095
SVM,negative,a_3b,3DL1,-0.04248196789707403
SVM,negative,a_3b,NKp44,-0.06693011800428846
SVM,negative,a_3b,CD127,1.957246791055443
SVM,negative,a_3b,2DL1,-0.04325762636813543
SVM,negative,a_3b,CD94,2.6387430736178823
SVM,negative,a_3b,CD34,-0.0931625164599959
SVM,negative,a_3b,CCR7,0.036847850356140355
SVM,negative,a_3b,2DL3,0.19726333286627146
SVM,negative,a_3b,NKG2A,-0.018642184664055938
SVM,negative,a_3b,HLA-DR,4.971818644739441
SVM,negative,a_3b,2DL4,1.8849793802199508
SVM,negative,a_3b,CD56,0.5296596982142574
SVM,negative,a_3b,2DL5,-0.09054566118193884
SVM,negative,a_3b,CD25,-0.04519565889536086
SVM,negative,a_4a,CD3,4.758038173331052
SVM,negative,a_4a,CD27,1.129805162314693
SVM,negative,a_4a,CD19,0.3619326436699539
SVM,negative,a_4a,CD4,0.24457943222214554
SVM,negative,a_4a,CD8,4.595146847334709
SVM,negative,a_4a,CD57,4.483522239074558
SVM,negative,a_4a,2DL1-S1,1.5182907617232795
SVM,negative,a_4a,TRAIL,-0.10203755033622312
SVM,negative,a_4a,2DL2-L3-S2,-0.06464934919670846
SVM,negative,a_4a,CD16,2.646557669939941
SVM,negative,a_4a,CD10,-0.02840638181907713
SVM,negative,a_4a,3DL1-S1,-0.08574653800480177
SVM,negative,a_4a,CD117,-0.06310185678456412
SVM,negative,a_4a,2DS4,2.395368199745769
SVM,negative,a_4a,ILT2-CD85j,1.9264315877154223
SVM,negative,a_4a,NKp46,-0.019940813061542467
SVM,negative,a_4a,NKG2D,2.485434024742324
SVM,negative,a_4a,NKG2C,2.8866170617721325
SVM,negative,a_4a,2B4,2.8609162498265603
SVM,negative,a_4a,CD33,2.816762911121087
SVM,negative,a_4a,CD11b,0.3545704331765932
SVM,negative,a_4a,NKp30,1.6242461260943943
SVM,negative,a_4a,CD122,1.3734681188076565
SVM,negative,a_4a,3DL1,-0.03550027848547561
SVM,negative,a_4a,NKp44,-0.029530253446968274
SVM,negative,a_4a,CD127,0.0048832486952264074
SVM,negative,a_4a,2DL1,-0.03490851778883488
SVM,negative,a_4a,CD94,3.6097923511986925
SVM,negative,a_4a,CD34,0.3854097482497275
SVM,negative,a_4a,CCR7,-0.09430075954002144
SVM,negative,a_4a,2DL3,-0.05591177242951392
SVM,negative,a_4a,NKG2A,1.6809676887570069
SVM,negative,a_4a,HLA-DR,3.521512967931803
SVM,negative,a_4a,2DL4,1.988683720880811
SVM,negative,a_4a,CD56,3.0338166997247957
SVM,negative,a_4a,2DL5,-0.02618992134012358
SVM,negative,a_4a,CD25,-0.0908034814252121
SVM,negative,a_4b,CD3,4.794305737759446
SVM,negative,a_4b,CD27,0.602103177068226
SVM,negative,a_4b,CD19,0.8581487078993866
SVM,negative,a_4b,CD4,0.49889025240666907
SVM,negative,a_4b,CD8,3.2572011936217518
SVM,negative,a_4b,CD57,3.2974245583678212
SVM,negative,a_4b,2DL1-S1,-0.0027928308599006963
SVM,negative,a_4b,TRAIL,-0.1448996884487332
SVM,negative,a_4b,2DL2-L3-S2,-0.09181127491825608
SVM,negative,a_4b,CD16,2.4666489730698586
SVM,negative,a_4b,CD10,1.147284421165054
SVM,negative,a_4b,3DL1-S1,-0.02399684395964552
SVM,negative,a_4b,CD117,0.0063456310637942095
SVM,negative,a_4b,2DS4,2.9676156431848706
SVM,negative,a_4b,ILT2-CD85j,0.6503265476769804
SVM,negative,a_4b,NKp46,0.0068933700958133046
SVM,negative,a_4b,NKG2D,2.1685307477035263
SVM,negative,a_4b,NKG2C,1.8846433773330147
SVM,negative,a_4b,2B4,2.5169283437624936
SVM,negative,a_4b,CD33,3.263128974525821
SVM,negative,a_4b,CD11b,0.3848639577817391
SVM,negative,a_4b,NKp30,1.051937564715492
SVM,negative,a_4b,CD122,0.9533868333170687
SVM,negative,a_4b,3DL1,-0.08170519013428507
SVM,negative,a_4b,NKp44,-0.05347407921355929
SVM,negative,a_4b,CD127,0.9249598696392344
SVM,negative,a_4b,2DL1,-0.09991535540241632
SVM,negative,a_4b,CD94,3.445966697409316
SVM,negative,a_4b,CD34,0.4721802672770321
SVM,negative,a_4b,CCR7,-0.057470610302713145
SVM,negative,a_4b,2DL3,-0.030658928390221066
SVM,negative,a_4b,NKG2A,0.4680438776758439
SVM,negative,a_4b,HLA-DR,3.6294066110659915
SVM,negative,a_4b,2DL4,1.3533809861882324
SVM,negative,a_4b,CD56,3.1891521215421217
SVM,negative,a_4b,2DL5,0.8015163340688697
SVM,negative,a_4b,CD25,-0.024157284449321956
SVM,negative,a_5a,CD3,5.083621363260866
SVM,negative,a_5a,CD27,-0.0015251830826387104
SVM,negative,a_5a,CD19,1.9402906966925277
SVM,negative,a_5a,CD4,0.46955666584459255
SVM,negative,a_5a,CD8,4.038486952312556
SVM,negative,a_5a,CD57,3.4519473882056646
SVM,negative,a_5a,2DL1-S1,-0.007973662461822413
SVM,negative,a_5a,TRAIL,-0.09297240287502034
SVM,negative,a_5a,2DL2-L3-S2,0.29664416506668767
SVM,negative,a_5a,CD16,3.775568871382655
SVM,negative,a_5a,CD10,-0.012637126857505097
SVM,negative,a_5a,3DL1-S1,-0.006179953144713788
SVM,negative,a_5a,CD117,-0.09777953079393639
SVM,negative,a_5a,2DS4,-0.0009125008844102755
SVM,negative,a_5a,ILT2-CD85j,2.3471143310459617
SVM,negative,a_5a,NKp46,1.8703457949810571
SVM,negative,a_5a,NKG2D,2.3713882143441567
SVM,negative,a_5a,NKG2C,4.139612402603545
SVM,negative,a_5a,2B4,3.125594125063658
SVM,negative,a_5a,CD33,0.949436704551027
SVM,negative,a_5a,CD11b,-0.0395545477817192
SVM,negative,a_5a,NKp30,1.37746238303259
SVM,negative,a_5a,CD122,1.3421826038863838
SVM,negative,a_5a,3DL1,-0.13440210592341173
SVM,negative,a_5a,NKp44,-0.032207987960863854
SVM,negative,a_5a,CD127,0.11171151291806503
SVM,negative,a_5a,2DL1,-0.008698291168807465
SVM,negative,a_5a,CD94,4.014632391579504
SVM,negative,a_5a,CD34,-0.04951721491413368
SVM,negative,a_5a,CCR7,-0.11124219638313299
SVM,negative,a_5a,2DL3,2.1809735704473874
SVM,negative,a_5a,NKG2A,1.2972929271943405
SVM,negative,a_5a,HLA-DR,3.481821688437061
SVM,negative,a_5a,2DL4,1.4366274771370238
SVM,negative,a_5a,CD56,3.9389007170619474
SVM,negative,a_5a,2DL5,0.040752719829755216
SVM,negative,a_5a,CD25,-0.071869499657443
SVM,negative,a_5b,CD3,3.292490726462034
SVM,negative,a_5b,CD27,-0.09624869628856446
SVM,negative,a_5b,CD19,0.8451131801752765
SVM,negative,a_5b,CD4,-0.009393053958016937
SVM,negative,a_5b,CD8,3.1823792179255443
SVM,negative,a_5b,CD57,4.379404744763535
SVM,negative,a_5b,2DL1-S1,0.27986075987624676
SVM,negative,a_5b,TRAIL,-0.04545988599811433
SVM,negative,a_5b,2DL2-L3-S2,2.132354075869857
SVM,negative,a_5b,CD16,3.119089897391359
SVM,negative,a_5b,CD10,0.37298935128792293
SVM,negative,a_5b,3DL1-S1,-0.11337201409747012
SVM,negative,a_5b,CD117,-0.022413356021159403
SVM,negative,a_5b,2DS4,2.672551671604328
SVM,negative,a_5b,ILT2-CD85j,1.8421567744741536
SVM,negative,a_5b,NKp46,0.2782932059791844
SVM,negative,a_5b,NKG2D,0.822791700334986
SVM,negative,a_5b,NKG2C,4.412387146751234
SVM,negative,a_5b,2B4,2.5217948855299106
SVM,negative,a_5b,CD33,2.487533816502647
SVM,negative,a_5b,CD11b,-0.03874389029494414
SVM,negative,a_5b,NKp30,1.9252841487419745
SVM,negative,a_5b,CD122,0.2942245332865218
SVM,negative,a_5b,3DL1,0.948110828078552
SVM,negative,a_5b,NKp44,-0.08136462129639688
SVM,negative,a_5b,CD127,-0.10073750156520707
SVM,negative,a_5b,2DL1,0.9144420639521589
SVM,negative,a_5b,CD94,3.9131498860698057
SVM,negative,a_5b,CD34,0.07241527326955464
SVM,negative,a_5b,CCR7,0.1882034026830828
SVM,negative,a_5b,2DL3,2.7997996267399485
SVM,negative,a_5b,NKG2A,-0.10502753919911502
SVM,negative,a_5b,HLA-DR,3.2408349762704476
SVM,negative,a_5b,2DL4,1.4291758667826038
SVM,negative,a_5b,CD56,3.281881439236985
SVM,negative,a_5b,2DL5,-0.07191124611497433
SVM,negative,a_5b,CD25,-0.0522281753301987
CellCNN,positive,a_001,CD3,4.5095474502465525
CellCNN,positive,a_001,CD27,0.523402464044352
CellCNN,positive,a_001,CD19,-0.03178947961197267
CellCNN,positive,a_001,CD4,2.2244727527334405
CellCNN,positive,a_001,CD8,2.3969607741747088
CellCNN,positive,a_001,CD57,-0.0411340695449065
CellCNN,positive,a_001,2DL1-S1,-0.0852992385925764
CellCNN,positive,a_001,TRAIL,-0.13071125864500244
CellCNN,positive,a_001,2DL2-L3-S2,-0.029945931233841146
CellCNN,positive,a_001,CD16,-0.0015975502043533844
CellCNN,positive,a_001,CD10,-0.04735854933573866
CellCNN,positive,a_001,3DL1-S1,-0.10007854695468187
CellCNN,positive,a_001,CD117,-0.10422209137197416
CellCNN,positive,a_001,2DS4,-0.07188262049572376
CellCNN,positive,a_001,ILT2-CD85j,-0.081372867108791
CellCNN,positive,a_001,NKp46,-0.09187595311946925
CellCNN,positive,a_001,NKG2D,-0.06200828500012365
CellCNN,positive,a_001,NKG2C,-0.09090769292427803
CellCNN,positive,a_001,2B4,0.721498944661373
CellCNN,positive,a_001,CD33,0.039707069525298025
CellCNN,positive,a_001,CD11b,0.7628718563470255
CellCNN,positive,a_001,NKp30,-0.08369666901753298
CellCNN,positive,a_001,CD122,0.7996926257193503
CellCNN,positive,a_001,3DL1,-0.10174338000526648
CellCNN,positive,a_001,NKp44,-0.1075606578140043
CellCNN,positive,a_001,CD127,0.515127782276056
CellCNN,positive,a_001,2DL1,-0.06488497861621934
CellCNN,positive,a_001,CD94,-0.028900233031140237
CellCNN,positive,a_001,CD34,-0.02825906250827783
CellCNN,positive,a_001,CCR7,0.14986498955765937
CellCNN,positive,a_001,2DL3,-0.01453842713725202
CellCNN,positive,a_001,NKG2A,-0.08938263843612536
CellCNN,positive,a_001,HLA-DR,1.7776644422434515
CellCNN,positive,a_001,2DL4,-0.08802100197634082
CellCNN,positive,a_001,CD56,-0.005140680902204296
CellCNN,positive,a_001,2DL5,-0.11521482520179697
CellCNN,positive,a_001,CD25,-0.09662670218643248
CellCNN,positive,a_002,CD3,2.7558886146874007
CellCNN,positive,a_002,CD27,0.10446417386739845
CellCNN,positive,a_002,CD19,-0.04446661325440967
CellCNN,positive,a_002,CD4,0.9744468763881768
CellCNN,positive,a_002,CD8,2.4491835083438405
CellCNN,positive,a_002,CD57,3.8697425828909804
CellCNN,positive,a_002,2DL1-S1,0.8140822581353528
CellCNN,positive,a_002,TRAIL,-0.08614277971637756
CellCNN,positive,a_002,2DL2-L3-S2,1.1835145102876976
CellCNN,positive,a_002,CD16,4.289353915541786
CellCNN,positive,a_002,CD10,0.49426563012030644
CellCNN,positive,a_002,3DL1-S1,-0.0951161630104229
CellCNN,positive,a_002,CD117,-0.07072853424808358
CellCNN,positive,a_002,2DS4,-0.09612911081395781
CellCNN,positive,a_002,ILT2-CD85j,0.9964722551043765
CellCNN,positive,a_002,NKp46,0.8939796004053414
CellCNN,positive,a_002,NKG2D,1.5545436531604118
CellCNN,positive,a_002,NKG2C,3.2689181607610163
CellCNN,positive,a_002,2B4,1.703281613890267
CellCNN,positive,a_002,CD33,-0.03522015682647604
CellCNN,positive,a_002,CD11b,-0.00261187219188272
CellCNN,positive,a_002,NKp30,0.9748524669558172
CellCNN,positive,a_002,CD122,0.9331282908595132
CellCNN,positive,a_002,3DL1,-0.07923586613108818
CellCNN,positive,a_002,NKp44,-0.11558332430140685
CellCNN,positive,a_002,CD127,0.03704656772211653
CellCNN,positive,a_002,2DL1,-0.017872815461775077
CellCNN,positive,a_002,CD94,3.1193996699769855
CellCNN,positive,a_002,CD34,0.6070175546427994
CellCNN,positive,a_002,CCR7,-0.011390912066431245
CellCNN,positive,a_002,2DL3,2.797292826900451
CellCNN,positive,a_002,NKG2A,-0.06518079654752214
CellCNN,positive,a_002,HLA-DR,2.027426178987612
CellCNN,positive,a_002,2DL4,0.09583616926466802
CellCNN,positive,a_002,CD56,3.593813430912785
CellCNN,positive,a_002,2DL5,-0.04027522258537478
CellCNN,positive,a_002,CD25,-0.06811079828094463
CellCNN,positive,a_003,CD3,2.1417418057738
CellCNN,positive,a_003,CD27,-0.010333141083035253
CellCNN,positive,a_003,CD19,-0.10680653659110188
CellCNN,positive,a_003,CD4,-0.050156410922949396
CellCNN,positive,a_003,CD8,1.3381362645091077
CellCNN,positive,a_003,CD57,3.584882467954976
CellCNN,positive,a_003,2DL1-S1,0.0657899309551909
CellCNN,positive,a_003,TRAIL,-0.09188128903912061
CellCNN,positive,a_003,2DL2-L3-S2,1.741365071276315
CellCNN,positive,a_003,CD16,4.460820569399104
CellCNN,positive,a_003,CD10,1.6570145721878617
CellCNN,positive,a_003,3DL1-S1,-0.05731341762832075
CellCNN,positive,a_003,CD117,-0.04464558627261082
CellCNN,positive,a_003,2DS4,0.9998364788642338
CellCNN,positive,a_003,ILT2-CD85j,1.412862471601487
CellCNN,positive,a_003,NKp46,0.46116189232909416
CellCNN,positive,a_003,NKG2D,1.7610378301314393
CellCNN,positive,a_003,NKG2C,1.6685358803869406
CellCNN,positive,a_003,2B4,1.21257513296644
CellCNN,positive,a_003,CD33,1.5803158524758558
CellCNN,positive,a_003,CD11b,0.5320086860406704
CellCNN,positive,a_003,NKp30,2.364943987080463
CellCNN,positive,a_003,CD122,1.7191777091982454
CellCNN,positive,a_003,3DL1,-0.03447554796589831
CellCNN,positive,a_003,NKp44,-0.05606653167623032
CellCNN,positive,a_003,CD127,0.35807157612086193
CellCNN,positive,a_003,2DL1,-0.026959771275271306
CellCNN,positive,a_003,CD94,3.5554536726294392
CellCNN,positive,a_003,CD34,1.2528801386507493
CellCNN,positive,a_003,CCR7,-0.11852516317905465
CellCNN,positive,a_003,2DL3,1.5601210403538643
CellCNN,positive,a_003,NKG2A,2.0485095047199313
CellCNN,positive,a_003,HLA-DR,1.8763435509938795
CellCNN,positive,a_003,2DL4,-0.05699401151842062
CellCNN,positive,a_003,CD56,3.570575750301959
CellCNN,positive,a_003,2DL5,-0.020351530879432464
CellCNN,positive,a_003,CD25,0.2631685259397865
CellCNN,positive,a_004,CD3,2.639145423980726
CellCNN,positive,a_004,CD27,-0.0741628825190687
CellCNN,positive,a_004,CD19,-0.04546132396413156
CellCNN,positive,a_004,CD4,-0.0020733857572971357
CellCNN,positive,a_004,CD8,0.14536648666014806
CellCNN,positive,a_004,CD57,-0.05162570532243568
CellCNN,positive,a_004,2DL1-S1,-0.08787565823921305
CellCNN,positive,a_004,TRAIL,-0.10250442166872853
CellCNN,positive,a_004,2DL2-L3-S2,-0.08792563427386371
CellCNN,positive,a_004,CD16,-0.00912128481469153
CellCNN,positive,a_004,CD10,-0.06197368544103236
CellCNN,positive,a_004,3DL1-S1,-0.09533164554567844
CellCNN,positive,a_004,CD117,-0.11427993675978022
CellCNN,positive,a_004,2DS4,-0.06975613597005204
CellCNN,positive,a_004,ILT2-CD85j,0.25210639512892397
CellCNN,positive,a_004,NKp46,-0.06191734796740803
CellCNN,positive,a_004,NKG2D,-0.07358401485672997
CellCNN,positive,a_004,NKG2C,-0.08340721458165797
CellCNN,positive,a_004,2B4,-0.029972780016870114
CellCNN,positive,a_004,CD33,1.5776747501850934
CellCNN,positive,a_004,CD11b,-0.03966878581453794
CellCNN,positive,a_004,NKp30,-0.04728355530725582
CellCNN,positive,a_004,CD122,-0.0774491656573072
CellCNN,positive,a_004,3DL1,-0.12445957769916965
CellCNN,positive,a_004,NKp44,-0.09947195634013885
CellCNN,positive,a_004,CD127,-0.024797922906133658
CellCNN,positive,a_004,2DL1,-0.0756804944795495
CellCNN,positive,a_004,CD94,-0.052548492102981015
CellCNN,positive,a_004,CD34,-0.06533674773286821
CellCNN,positive,a_004,CCR7,-0.09118769857271836
CellCNN,positive,a_004,2DL3,-0.0951957916663833
CellCNN,positive,a_004,NKG2A,-0.09979201698310419
CellCNN,positive,a_004,HLA-DR,1.619908423311618
CellCNN,positive,a_004,2DL4,-0.048233437070599156
CellCNN,positive,a_004,CD56,-0.04376794008654877
CellCNN,positive,a_004,2DL5,-0.0721964586996293
CellCNN,positive,a_004,CD25,-0.09175247837950638
CellCNN,positive,a_005,CD3,0.6378050424603633
CellCNN,positive,a_005,CD27,-0.02640172771760414
CellCNN,positive,a_005,CD19,-0.08508004562305788
CellCNN,positive,a_005,CD4,-0.03526164271756066
CellCNN,positive,a_005,CD8,2.9121734069020926
CellCNN,positive,a_005,CD57,3.511245267441527
CellCNN,positive,a_005,2DL1-S1,0.10011060848050238
CellCNN,positive,a_005,TRAIL,-0.08998639389990068
CellCNN,positive,a_005,2DL2-L3-S2,1.9061017839483332
CellCNN,positive,a_005,CD16,4.917746173948519
CellCNN,positive,a_005,CD10,1.044157693394534
CellCNN,positive,a_005,3DL1-S1,-0.055117471419894065
CellCNN,positive,a_005,CD117,0.2326265527457781
CellCNN,positive,a_005,2DS4,0.049961369672588074
CellCNN,positive,a_005,ILT2-CD85j,1.018104021772014
CellCNN,positive,a_005,NKp46,0.29810513525607923
CellCNN,positive,a_005,NKG2D,1.9255827262689347
CellCNN,positive,a_005,NKG2C,4.0106943308247995
CellCNN,positive,a_005,2B4,1.975895433555782
CellCNN,positive,a_005,CD33,0.2635070753866351
CellCNN,positive,a_005,CD11b,-0.04696687586719037
CellCNN,positive,a_005,NKp30,1.32097696722842
CellCNN,positive,a_005,CD122,1.1475827169704442
CellCNN,positive,a_005,3DL1,-0.08088552300784703
CellCNN,positive,a_005,NKp44,-0.03726416221556848
CellCNN,positive,a_005,CD127,0.23376065689367134
CellCNN,positive,a_005,2DL1,-0.07204893362944845
CellCNN,positive,a_005,CD94,3.526860782458
CellCNN,positive,a_005,CD34,1.414634226164364
CellCNN,positive,a_005,CCR7,-0.0791922591678099
CellCNN,positive,a_005,2DL3,1.8136045558321114
CellCNN,positive,a_005,NKG2A,1.1130125801232915
CellCNN,positive,a_005,HLA-DR,0.6090411423580064
CellCNN,positive,a_005,2DL4,0.24782456777265943
CellCNN,positive,a_005,CD56,4.030069455168703
CellCNN,positive,a_005,2DL5,0.031578153116613994
CellCNN,positive,a_005,CD25,-0.05512945758018869
CellCNN,positive,a_006,CD3,4.442780447392901
CellCNN,positive,a_006,CD27,-0.03073549024353894
CellCNN,positive,a_006,CD19,-0.07679284472320998
CellCNN,positive,a_006,CD4,1.506987536669009
CellCNN,positive,a_006,CD8,-0.015619097369157781
CellCNN,positive,a_006,CD57,-0.043459975694255824
CellCNN,positive,a_006,2DL1-S1,-0.07422447524938318
CellCNN,positive,a_006,TRAIL,-0.10119899056282024
CellCNN,positive,a_006,2DL2-L3-S2,-0.07667832390758723
CellCNN,positive,a_006,CD16,-0.057641333174330234
CellCNN,positive,a_006,CD10,-0.08055729516654293
CellCNN,positive,a_006,3DL1-S1,-0.07814956313599804
CellCNN,positive,a_006,CD117,-0.11247968237343946
CellCNN,positive,a_006,2DS4,-0.07158344210338129
CellCNN,positive,a_006,ILT2-CD85j,-0.057899187579107905
CellCNN,positive,a_006,NKp46,-0.09043420414140714
CellCNN,positive,a_006,NKG2D,-0.047876072894953894
CellCNN,positive,a_006,NKG2C,-0.08939944531647442
CellCNN,positive,a_006,2B4,-0.03204345080620681
CellCNN,positive,a_006,CD33,0.0965526197138098
CellCNN,positive,a_006,CD11b,-0.0873805589074178
CellCNN,positive,a_006,NKp30,-0.06768714578580333
CellCNN,positive,a_006,CD122,-0.03704312493622175
CellCNN,positive,a_006,3DL1,-0.08983648065324652
CellCNN,positive,a_006,NKp44,-0.07599635459798931
CellCNN,positive,a_006,CD127,-0.04951444669243227
CellCNN,positive,a_006,2DL1,-0.08828687782947543
CellCNN,positive,a_006,CD94,-0.07268569682806558
CellCNN,positive,a_006,CD34,-0.0746441090975739
CellCNN,positive,a_006,CCR7,-0.03492817235784286
CellCNN,positive,a_006,2DL3,-0.06853361200802702
CellCNN,positive,a_006,NKG2A,-0.0719380227572833
CellCNN,positive,a_006,HLA-DR,1.4347221195503603
CellCNN,positive,a_006,2DL4,-0.06695251491292839
CellCNN,positive,a_006,CD56,-0.056172026664811414
CellCNN,positive,a_006,2DL5,-0.09314071831606342
CellCNN,positive,a_006,CD25,-0.09278679646290307
CellCNN,positive,a_007,CD3,3.4552550192725704
CellCNN,positive,a_007,CD27,0.20611957616096888
CellCNN,positive,a_007,CD19,-0.01670645841910102
CellCNN,positive,a_007,CD4,0.5423711533137484
CellCNN,positive,a_007,CD8,1.8657100667955342
CellCNN,positive,a_007,CD57,4.494042541598669
CellCNN,positive,a_007,2DL1-S1,0.21633320974895417
CellCNN,positive,a_007,TRAIL,-0.09704857715422467
CellCNN,positive,a_007,2DL2-L3-S2,0.9293724620005795
CellCNN,positive,a_007,CD16,4.252824364133543
CellCNN,positive,a_007,CD10,0.4628565282599526
CellCNN,positive,a_007,3DL1-S1,-0.009739671887662421
CellCNN,positive,a_007,CD117,0.06596457493575435
CellCNN,positive,a_007,2DS4,0.057238837492598504
