split_id,split_seed,donor_id,label,outer_partition,inner_fold
39,945472433,a_4b,1,train,1
39,945472433,a_5a,1,train,0
39,945472433,a_5b,1,train,2
40,3070822591,a_001,1,test,-1
40,3070822591,a_002,1,train,1
40,3070822591,a_003,0,test,-1
40,3070822591,a_004,0,train,1
40,3070822591,a_005,1,test,-1
40,3070822591,a_006,0,test,-1
40,3070822591,a_007,1,train,0
40,3070822591,a_009,0,train,2
40,3070822591,a_010,0,train,0
40,3070822591,a_011,0,train,1
40,3070822591,a_012,1,train,0
40,3070822591,a_1a,0,train,1
40,3070822591,a_2a,0,test,-1
40,3070822591,a_2b,0,train,0
40,3070822591,a_3a,0,train,2
40,3070822591,a_3b,0,test,-1
40,3070822591,a_4a,1,train,2
40,3070822591,a_4b,1,train,2
40,3070822591,a_5a,1,train,0
40,3070822591,a_5b,1,train,1
41,350446006,a_001,1,test,-1
41,350446006,a_002,1,train,0
41,350446006,a_003,0,train,2
41,350446006,a_004,0,train,0
41,350446006,a_005,1,train,2
41,350446006,a_006,0,test,-1
41,350446006,a_007,1,train,1
41,350446006,a_009,0,test,-1
41,350446006,a_010,0,train,1
41,350446006,a_011,0,train,2
41,350446006,a_012,1,train,0
41,350446006,a_1a,0,train,0
41,350446006,a_2a,0,train,1
41,350446006,a_2b,0,test,-1
41,350446006,a_3a,0,test,-1
41,350446006,a_3b,0,train,1
41,350446006,a_4a,1,test,-1
41,350446006,a_4b,1,train,2
41,350446006,a_5a,1,train,1
41,350446006,a_5b,1,train,0
42,1681873724,a_001,1,train,1
42,1681873724,a_002,1,train,0
42,1681873724,a_003,0,train,1
42,1681873724,a_004,0,train,0
42,1681873724,a_005,1,train,1
42,1681873724,a_006,0,train,0
42,1681873724,a_007,1,train,0
42,1681873724,a_009,0,test,-1
42,1681873724,a_010,0,train,1
42,1681873724,a_011,0,train,1
42,1681873724,a_012,1,test,-1
42,1681873724,a_1a,0,test,-1
42,1681873724,a_2a,0,test,-1
42,1681873724,a_2b,0,test,-1
42,1681873724,a_3a,0,train,2
42,1681873724,a_3b,0,train,2
42,1681873724,a_4a,1,train,2
42,1681873724,a_4b,1,test,-1
42,1681873724,a_5a,1,train,0
42,1681873724,a_5b,1,train,2
43,686746376,a_001,1,train,2
43,686746376,a_002,1,train,1
43,686746376,a_003,0,train,1
43,686746376,a_004,0,train,0
43,686746376,a_005,1,train,2
43,686746376,a_006,0,test,-1
43,686746376,a_007,1,test,-1
43,686746376,a_009,0,train,0
43,686746376,a_010,0,train,2
43,686746376,a_011,0,test,-1
43,686746376,a_012,1,train,0
43,686746376,a_1a,0,test,-1
43,686746376,a_2a,0,train,1
43,686746376,a_2b,0,test,-1
43,686746376,a_3a,0,train,1
43,686746376,a_3b,0,train,2
43,686746376,a_4a,1,train,1
43,686746376,a_4b,1,train,0
43,686746376,a_5a,1,train,0
43,686746376,a_5b,1,test,-1
44,3195502165,a_001,1,train,2
44,3195502165,a_002,1,test,-1
44,3195502165,a_003,0,train,0
44,3195502165,a_004,0,train,1
44,3195502165,a_005,1,train,1
44,3195502165,a_006,0,test,-1
44,3195502165,a_007,1,train,0
44,3195502165,a_009,0,train,1
44,3195502165,a_010,0,test,-1
44,3195502165,a_011,0,train,2
44,3195502165,a_012,1,train,0
44,3195502165,a_1a,0,test,-1
44,3195502165,a_2a,0,train,0
44,3195502165,a_2b,0,train,2
44,3195502165,a_3a,0,test,-1
44,3195502165,a_3b,0,train,1
44,3195502165,a_4a,1,train,1
44,3195502165,a_4b,1,train,0
44,3195502165,a_5a,1,test,-1
44,3195502165,a_5b,1,train,2
45,1460719170,a_001,1,train,2
45,1460719170,a_002,1,train,0
45,1460719170,a_003,0,test,-1
45,1460719170,a_004,0,train,2
45,1460719170,a_005,1,test,-1
45,1460719170,a_006,0,train,1
45,1460719170,a_007,1,train,0
45,1460719170,a_009,0,test,-1
45,1460719170,a_010,0,train,0
45,1460719170,a_011,0,train,2
45,1460719170,a_012,1,train,1
45,1460719170,a_1a,0,train,0
45,1460719170,a_2a,0,train,1
45,1460719170,a_2b,0,train,1
45,1460719170,a_3a,0,test,-1
45,1460719170,a_3b,0,test,-1
45,1460719170,a_4a,1,train,2
45,1460719170,a_4b,1,train,1
45,1460719170,a_5a,1,train,0
45,1460719170,a_5b,1,test,-1
46,2033282004,a_001,1,test,-1
46,2033282004,a_002,1,train,1
46,2033282004,a_003,0,test,-1
46,2033282004,a_004,0,train,1
46,2033282004,a_005,1,train,2
46,2033282004,a_006,0,train,1
46,2033282004,a_007,1,train,0
46,2033282004,a_009,0,train,2
46,2033282004,a_010,0,test,-1
46,2033282004,a_011,0,test,-1
46,2033282004,a_012,1,test,-1
46,2033282004,a_1a,0,train,2
46,2033282004,a_2a,0,train,0
46,2033282004,a_2b,0,train,1
46,2033282004,a_3a,0,test,-1
46,2033282004,a_3b,0,train,0
46,2033282004,a_4a,1,train,2
46,2033282004,a_4b,1,train,0
46,2033282004,a_5a,1,train,1
46,2033282004,a_5b,1,train,0
47,1997989380,a_001,1,train,0
47,1997989380,a_002,1,train,0
47,1997989380,a_003,0,test,-1
47,1997989380,a_004,0,train,0
47,1997989380,a_005,1,train,1
47,1997989380,a_006,0,train,1
47,1997989380,a_007,1,train,1
47,1997989380,a_009,0,test,-1
47,1997989380,a_010,0,train,0
47,1997989380,a_011,0,train,1
47,1997989380,a_012,1,train,2
47,1997989380,a_1a,0,test,-1
47,1997989380,a_2a,0,train,2
47,1997989380,a_2b,0,test,-1
47,1997989380,a_3a,0,train,1
47,1997989380,a_3b,0,train,2
47,1997989380,a_4a,1,train,0
47,1997989380,a_4b,1,test,-1
47,1997989380,a_5a,1,test,-1
47,1997989380,a_5b,1,train,2
48,2042481486,a_001,1,test,-1
48,2042481486,a_002,1,test,-1
48,2042481486,a_003,0,train,1
48,2042481486,a_004,0,test,-1
48,2042481486,a_005,1,train,1
48,2042481486,a_006,0,train,0
48,2042481486,a_007,1,train,1
48,2042481486,a_009,0,train,2
48,2042481486,a_010,0,test,-1
48,2042481486,a_011,0,train,1
48,2042481486,a_012,1,train,2
48,2042481486,a_1a,0,test,-1
48,2042481486,a_2a,0,train,0
48,2042481486,a_2b,0,train,0
48,2042481486,a_3a,0,train,2
48,2042481486,a_3b,0,test,-1
48,2042481486,a_4a,1,train,0
48,2042481486,a_4b,1,train,0
48,2042481486,a_5a,1,train,2
48,2042481486,a_5b,1,train,1
49,1144269602,a_001,1,test,-1
49,1144269602,a_002,1,train,2
49,1144269602,a_003,0,test,-1
49,1144269602,a_004,0,test,-1
49,1144269602,a_005,1,train,1
49,1144269602,a_006,0,train,0
49,1144269602,a_007,1,train,2
49,1144269602,a_009,0,test,-1
49,1144269602,a_010,0,train,0
49,1144269602,a_011,0,train,2
49,1144269602,a_012,1,train,0
49,1144269602,a_1a,0,test,-1
49,1144269602,a_2a,0,train,2
49,1144269602,a_2b,0,train,1
49,1144269602,a_3a,0,train,1
49,1144269602,a_3b,0,train,1
49,1144269602,a_4a,1,test,-1
49,1144269602,a_4b,1,train,0
49,1144269602,a_5a,1,train,1
49,1144269602,a_5b,1,train,0
50,2396799522,a_001,1,test,-1
50,2396799522,a_002,1,train,2
50,2396799522,a_003,0,test,-1
50,2396799522,a_004,0,train,1
50,2396799522,a_005,1,train,0
50,2396799522,a_006,0,test,-1
50,2396799522,a_007,1,train,1
50,2396799522,a_009,0,train,0
50,2396799522,a_010,0,train,2
50,2396799522,a_011,0,train,1
50,2396799522,a_012,1,train,2
50,2396799522,a_1a,0,train,0
50,2396799522,a_2a,0,train,1
50,2396799522,a_2b,0,train,2
50,2396799522,a_3a,0,test,-1
50,2396799522,a_3b,0,test,-1
50,2396799522,a_4a,1,test,-1
50,2396799522,a_4b,1,train,1
50,2396799522,a_5a,1,train,0
50,2396799522,a_5b,1,train,0
51,3503732972,a_001,1,train,0
51,3503732972,a_002,1,train,0
51,3503732972,a_003,0,train,1
51,3503732972,a_004,0,test,-1
51,3503732972,a_005,1,train,0
51,3503732972,a_006,0,train,1
51,3503732972,a_007,1,train,1
51,3503732972,a_009,0,train,0
51,3503732972,a_010,0,train,2
51,3503732972,a_011,0,train,0
51,3503732972,a_012,1,train,2
51,3503732972,a_1a,0,test,-1
51,3503732972,a_2a,0,test,-1
51,3503732972,a_2b,0,train,1
51,3503732972,a_3a,0,train,2
51,3503732972,a_3b,0,test,-1
51,3503732972,a_4a,1,test,-1
51,3503732972,a_4b,1,train,2
51,3503732972,a_5a,1,test,-1
51,3503732972,a_5b,1,train,1
52,2141779427,a_001,1,test,-1
52,2141779427,a_002,1,train,1
52,2141779427,a_003,0,train,1
52,2141779427,a_004,0,train,1
52,2141779427,a_005,1,train,0
52,2141779427,a_006,0,train,2
52,2141779427,a_007,1,train,0
52,2141779427,a_009,0,train,0
52,2141779427,a_010,0,test,-1
52,2141779427,a_011,0,test,-1
52,2141779427,a_012,1,train,2
52,2141779427,a_1a,0,train,0
52,2141779427,a_2a,0,train,2
52,2141779427,a_2b,0,train,1
52,2141779427,a_3a,0,test,-1
52,2141779427,a_3b,0,test,-1
52,2141779427,a_4a,1,test,-1
52,2141779427,a_4b,1,train,1
52,2141779427,a_5a,1,train,2
52,2141779427,a_5b,1,train,0
53,830193079,a_001,1,train,0
53,830193079,a_002,1,train,2
53,830193079,a_003,0,test,-1
53,830193079,a_004,0,train,0
53,830193079,a_005,1,train,0
53,830193079,a_006,0,train,1
53,830193079,a_007,1,train,0
53,830193079,a_009,0,train,1
53,830193079,a_010,0,train,2
53,830193079,a_011,0,test,-1
53,830193079,a_012,1,test,-1
53,830193079,a_1a,0,train,1
53,830193079,a_2a,0,train,2
53,830193079,a_2b,0,train,0
53,830193079,a_3a,0,test,-1
53,830193079,a_3b,0,test,-1
53,830193079,a_4a,1,train,2
53,830193079,a_4b,1,train,1
53,830193079,a_5a,1,train,1
53,830193079,a_5b,1,test,-1
54,104832471,a_001,1,train,1
54,104832471,a_002,1,train,1
54,104832471,a_003,0,train,0
54,104832471,a_004,0,test,-1
54,104832471,a_005,1,train,2
54,104832471,a_006,0,train,2
54,104832471,a_007,1,test,-1
54,104832471,a_009,0,train,0
54,104832471,a_010,0,train,1
54,104832471,a_011,0,test,-1
54,104832471,a_012,1,test,-1
54,104832471,a_1a,0,test,-1
54,104832471,a_2a,0,train,1
54,104832471,a_2b,0,train,1
54,104832471,a_3a,0,train,2
54,104832471,a_3b,0,test,-1
54,104832471,a_4a,1,train,0
54,104832471,a_4b,1,train,0
54,104832471,a_5a,1,train,0
54,104832471,a_5b,1,train,2
55,556065447,a_001,1,train,0
55,556065447,a_002,1,train,0
55,556065447,a_003,0,test,-1
55,556065447,a_004,0,train,1
55,556065447,a_005,1,test,-1
55,556065447,a_006,0,train,0
55,556065447,a_007,1,train,2
55,556065447,a_009,0,train,1
55,556065447,a_010,0,test,-1
55,556065447,a_011,0,train,2
55,556065447,a_012,1,train,1
55,556065447,a_1a,0,test,-1
55,556065447,a_2a,0,train,2
55,556065447,a_2b,0,test,-1
55,556065447,a_3a,0,train,1
55,556065447,a_3b,0,train,0
55,556065447,a_4a,1,train,1
55,556065447,a_4b,1,test,-1
55,556065447,a_5a,1,train,2
55,556065447,a_5b,1,train,0
56,349892316,a_001,1,train,1
56,349892316,a_002,1,train,2
56,349892316,a_003,0,train,0
56,349892316,a_004,0,test,-1
56,349892316,a_005,1,train,0
56,349892316,a_006,0,train,1
56,349892316,a_007,1,train,0
56,349892316,a_009,0,train,1
56,349892316,a_010,0,test,-1
56,349892316,a_011,0,train,2
56,349892316,a_012,1,test,-1
56,349892316,a_1a,0,test,-1
56,349892316,a_2a,0,train,1
56,349892316,a_2b,0,train,0
56,349892316,a_3a,0,test,-1
56,349892316,a_3b,0,train,2
56,349892316,a_4a,1,train,0
56,349892316,a_4b,1,train,1
56,349892316,a_5a,1,train,2
56,349892316,a_5b,1,test,-1
57,393697109,a_001,1,test,-1
57,393697109,a_002,1,train,0
57,393697109,a_003,0,test,-1
57,393697109,a_004,0,train,2
57,393697109,a_005,1,train,2
57,393697109,a_006,0,train,0
57,393697109,a_007,1,train,0
57,393697109,a_009,0,train,0
57,393697109,a_010,0,train,2
57,393697109,a_011,0,train,1
57,393697109,a_012,1,train,0
57,393697109,a_1a,0,train,1
57,393697109,a_2a,0,train,1
57,393697109,a_2b,0,test,-1
57,393697109,a_3a,0,test,-1
57,393697109,a_3b,0,test,-1
57,393697109,a_4a,1,test,-1
57,393697109,a_4b,1,train,1
57,393697109,a_5a,1,train,1
57,393697109,a_5b,1,train,2
58,526061820,a_001,1,train,0
58,526061820,a_002,1,test,-1
58,526061820,a_003,0,train,0
58,526061820,a_004,0,test,-1
58,526061820,a_005,1,train,1
58,526061820,a_006,0,train,2
58,526061820,a_007,1,train,2
58,526061820,a_009,0,train,0
58,526061820,a_010,0,test,-1
58,526061820,a_011,0,train,1
58,526061820,a_012,1,train,1
58,526061820,a_1a,0,train,1
58,526061820,a_2a,0,train,2
58,526061820,a_2b,0,test,-1
58,526061820,a_3a,0,test,-1
58,526061820,a_3b,0,train,1
58,526061820,a_4a,1,train,0
58,526061820,a_4b,1,test,-1
58,526061820,a_5a,1,train,0
58,526061820,a_5b,1,train,2
59,2570830042,a_001,1,train,0
59,2570830042,a_002,1,train,0
59,2570830042,a_003,0,test,-1
59,2570830042,a_004,0,test,-1
59,2570830042,a_005,1,train,0
59,2570830042,a_006,0,train,2
59,2570830042,a_007,1,train,2
59,2570830042,a_009,0,train,1
59,2570830042,a_010,0,train,0
59,2570830042,a_011,0,train,2
59,2570830042,a_012,1,test,-1
59,2570830042,a_1a,0,train,1
59,2570830042,a_2a,0,test,-1
59,2570830042,a_2b,0,train,0
59,2570830042,a_3a,0,test,-1
59,2570830042,a_3b,0,train,1
59,2570830042,a_4a,1,train,2
59,2570830042,a_4b,1,test,-1
59,2570830042,a_5a,1,train,1
59,2570830042,a_5b,1,train,1
60,3466446890,a_001,1,train,2
60,3466446890,a_002,1,test,-1
60,3466446890,a_003,0,train,2
60,3466446890,a_004,0,train,1
60,3466446890,a_005,1,train,0
60,3466446890,a_006,0,train,1
60,3466446890,a_007,1,train,1
60,3466446890,a_009,0,test,-1
60,3466446890,a_010,0,train,1
60,3466446890,a_011,0,test,-1
60,3466446890,a_012,1,train,2
60,3466446890,a_1a,0,test,-1
60,3466446890,a_2a,0,test,-1
60,3466446890,a_2b,0,train,2
60,3466446890,a_3a,0,train,0
60,3466446890,a_3b,0,train,0
60,3466446890,a_4a,1,train,0
60,3466446890,a_4b,1,train,1
60,3466446890,a_5a,1,test,-1
60,3466446890,a_5b,1,train,0
61,3671088524,a_001,1,train,0
61,3671088524,a_002,1,train,2
61,3671088524,a_003,0,test,-1
61,3671088524,a_004,0,train,0
61,3671088524,a_005,1,train,0
61,3671088524,a_006,0,train,2
61,3671088524,a_007,1,train,1
61,3671088524,a_009,0,test,-1
61,3671088524,a_010,0,test,-1
61,3671088524,a_011,0,train,1
61,3671088524,a_012,1,train,1
61,3671088524,a_1a,0,train,1
61,3671088524,a_2a,0,train,0
61,3671088524,a_2b,0,train,1
61,3671088524,a_3a,0,test,-1
61,3671088524,a_3b,0,train,2
61,3671088524,a_4a,1,train,0
61,3671088524,a_4b,1,test,-1
61,3671088524,a_5a,1,test,-1
61,3671088524,a_5b,1,train,2
62,2806373941,a_001,1,train,1
62,2806373941,a_002,1,test,-1
62,2806373941,a_003,0,train,1
62,2806373941,a_004,0,train,0
62,2806373941,a_005,1,train,0
62,2806373941,a_006,0,train,2
62,2806373941,a_007,1,train,1
62,2806373941,a_009,0,test,-1
62,2806373941,a_010,0,train,1
62,2806373941,a_011,0,test,-1
62,2806373941,a_012,1,train,0
62,2806373941,a_1a,0,test,-1
62,2806373941,a_2a,0,test,-1
62,2806373941,a_2b,0,train,2
62,2806373941,a_3a,0,train,1
62,2806373941,a_3b,0,train,0
62,2806373941,a_4a,1,test,-1
62,2806373941,a_4b,1,train,2
62,2806373941,a_5a,1,train,2
62,2806373941,a_5b,1,train,0
63,2583943556,a_001,1,train,0
63,2583943556,a_002,1,train,1
63,2583943556,a_003,0,train,1
63,2583943556,a_004,0,train,0
63,2583943556,a_005,1,train,2
63,2583943556,a_006,0,train,2
63,2583943556,a_007,1,train,0
63,2583943556,a_009,0,train,2
63,2583943556,a_010,0,train,1
63,2583943556,a_011,0,test,-1
63,2583943556,a_012,1,train,1
63,2583943556,a_1a,0,train,0
63,2583943556,a_2a,0,train,1
63,2583943556,a_2b,0,test,-1
63,2583943556,a_3a,0,test,-1
63,2583943556,a_3b,0,test,-1
63,2583943556,a_4a,1,test,-1
63,2583943556,a_4b,1,test,-1
63,2583943556,a_5a,1,train,2
63,2583943556,a_5b,1,train,0
64,1424584135,a_001,1,train,1
64,1424584135,a_002,1,train,1
64,1424584135,a_003,0,test,-1
64,1424584135,a_004,0,train,2
64,1424584135,a_005,1,train,0
64,1424584135,a_006,0,train,1
64,1424584135,a_007,1,train,2
64,1424584135,a_009,0,test,-1
64,1424584135,a_010,0,train,0
64,1424584135,a_011,0,test,-1
64,1424584135,a_012,1,test,-1
64,1424584135,a_1a,0,train,0
64,1424584135,a_2a,0,train,1
64,1424584135,a_2b,0,train,1
64,1424584135,a_3a,0,test,-1
64,1424584135,a_3b,0,train,2
64,1424584135,a_4a,1,train,0
64,1424584135,a_4b,1,train,2
64,1424584135,a_5a,1,test,-1
64,1424584135,a_5b,1,train,0
65,4002859530,a_001,1,train,0
65,4002859530,a_002,1,train,2
65,4002859530,a_003,0,train,1
65,4002859530,a_004,0,test,-1
65,4002859530,a_005,1,train,0
65,4002859530,a_006,0,train,1
65,4002859530,a_007,1,train,1
65,4002859530,a_009,0,test,-1
65,4002859530,a_010,0,train,0
65,4002859530,a_011,0,train,2
65,4002859530,a_012,1,train,1
65,4002859530,a_1a,0,train,1
65,4002859530,a_2a,0,train,2
65,4002859530,a_2b,0,test,-1
65,4002859530,a_3a,0,train,0
65,4002859530,a_3b,0,test,-1
65,4002859530,a_4a,1,test,-1
65,4002859530,a_4b,1,train,0
65,4002859530,a_5a,1,train,2
65,4002859530,a_5b,1,test,-1
66,2751328124,a_001,1,train,0
66,2751328124,a_002,1,train,2
66,2751328124,a_003,0,train,1
66,2751328124,a_004,0,train,0
66,2751328124,a_005,1,train,1
66,2751328124,a_006,0,test,-1
66,2751328124,a_007,1,test,-1
66,2751328124,a_009,0,train,2
66,2751328124,a_010,0,train,0
66,2751328124,a_011,0,train,1
66,2751328124,a_012,1,test,-1
66,2751328124,a_1a,0,test,-1
66,2751328124,a_2a,0,test,-1
66,2751328124,a_2b,0,train,2
66,2751328124,a_3a,0,test,-1
66,2751328124,a_3b,0,train,1
66,2751328124,a_4a,1,train,1
66,2751328124,a_4b,1,train,0
66,2751328124,a_5a,1,train,0
66,2751328124,a_5b,1,train,2
67,3112912241,a_001,1,train,1
67,3112912241,a_002,1,train,0
67,3112912241,a_003,0,train,0
67,3112912241,a_004,0,train,0
67,3112912241,a_005,1,train,2
67,3112912241,a_006,0,train,2
67,3112912241,a_007,1,train,2
67,3112912241,a_009,0,test,-1
67,3112912241,a_010,0,train,1
67,3112912241,a_011,0,test,-1
67,3112912241,a_012,1,train,1
67,3112912241,a_1a,0,train,1
67,3112912241,a_2a,0,train,1
67,3112912241,a_2b,0,train,2
67,3112912241,a_3a,0,test,-1
67,3112912241,a_3b,0,test,-1
67,3112912241,a_4a,1,train,0
67,3112912241,a_4b,1,test,-1
67,3112912241,a_5a,1,test,-1
67,3112912241,a_5b,1,train,0
68,3152106376,a_001,1,train,1
68,3152106376,a_002,1,test,-1
68,3152106376,a_003,0,test,-1
68,3152106376,a_004,0,train,0
68,3152106376,a_005,1,train,0
68,3152106376,a_006,0,test,-1
68,3152106376,a_007,1,train,2
68,3152106376,a_009,0,train,1
68,3152106376,a_010,0,test,-1
68,3152106376,a_011,0,train,1
68,3152106376,a_012,1,train,1
68,3152106376,a_1a,0,train,2
68,3152106376,a_2a,0,test,-1
68,3152106376,a_2b,0,train,0
68,3152106376,a_3a,0,train,2
68,3152106376,a_3b,0,train,1
68,3152106376,a_4a,1,test,-1
68,3152106376,a_4b,1,train,0
68,3152106376,a_5a,1,train,2
68,3152106376,a_5b,1,train,0
69,3696039763,a_001,1,test,-1
69,3696039763,a_002,1,test,-1
69,3696039763,a_003,0,test,-1
69,3696039763,a_004,0,train,0
69,3696039763,a_005,1,train,1
69,3696039763,a_006,0,train,1
69,3696039763,a_007,1,train,1
69,3696039763,a_009,0,train,0
69,3696039763,a_010,0,test,-1
69,3696039763,a_011,0,test,-1
69,3696039763,a_012,1,train,2
69,3696039763,a_1a,0,train,0
69,3696039763,a_2a,0,train,2
69,3696039763,a_2b,0,train,2
69,3696039763,a_3a,0,test,-1
69,3696039763,a_3b,0,train,1
69,3696039763,a_4a,1,train,0
69,3696039763,a_4b,1,train,0
69,3696039763,a_5a,1,train,1
69,3696039763,a_5b,1,train,2
70,3017305172,a_001,1,test,-1
70,3017305172,a_002,1,train,2
70,3017305172,a_003,0,train,0
70,3017305172,a_004,0,train,2
70,3017305172,a_005,1,train,0
70,3017305172,a_006,0,train,2
70,3017305172,a_007,1,train,2
70,3017305172,a_009,0,train,1
70,3017305172,a_010,0,train,1
70,3017305172,a_011,0,test,-1
70,3017305172,a_012,1,train,1
70,3017305172,a_1a,0,train,0
70,3017305172,a_2a,0,test,-1
70,3017305172,a_2b,0,train,1
70,3017305172,a_3a,0,test,-1
70,3017305172,a_3b,0,test,-1
70,3017305172,a_4a,1,test,-1
70,3017305172,a_4b,1,train,1
70,3017305172,a_5a,1,train,0
70,3017305172,a_5b,1,train,0
71,3991475463,a_001,1,train,0
71,3991475463,a_002,1,train,2
71,3991475463,a_003,0,train,1
71,3991475463,a_004,0,test,-1
71,3991475463,a_005,1,test,-1
71,3991475463,a_006,0,train,2
71,3991475463,a_007,1,test,-1
71,3991475463,a_009,0,train,1
71,3991475463,a_010,0,train,2
71,3991475463,a_011,0,test,-1
71,3991475463,a_012,1,train,1
71,3991475463,a_1a,0,test,-1
71,3991475463,a_2a,0,train,0
71,3991475463,a_2b,0,train,0
71,3991475463,a_3a,0,train,1
71,3991475463,a_3b,0,test,-1
71,3991475463,a_4a,1,train,2
71,3991475463,a_4b,1,train,0
71,3991475463,a_5a,1,train,0
71,3991475463,a_5b,1,train,1
72,2325576896,a_001,1,train,1
72,2325576896,a_002,1,train,2
72,2325576896,a_003,0,train,2
72,2325576896,a_004,0,test,-1
72,2325576896,a_005,1,test,-1
72,2325576896,a_006,0,train,1
72,2325576896,a_007,1,train,0
72,2325576896,a_009,0,train,1
72,2325576896,a_010,0,train,0
72,2325576896,a_011,0,train,2
72,2325576896,a_012,1,train,0
72,2325576896,a_1a,0,train,0
72,2325576896,a_2a,0,test,-1
72,2325576896,a_2b,0,test,-1
72,2325576896,a_3a,0,train,1
72,2325576896,a_3b,0,test,-1
72,2325576896,a_4a,1,train,2
72,2325576896,a_4b,1,test,-1
72,2325576896,a_5a,1,train,1
72,2325576896,a_5b,1,train,0
73,2345851045,a_001,1,test,-1
73,2345851045,a_002,1,train,0
73,2345851045,a_003,0,test,-1
73,2345851045,a_004,0,train,0
73,2345851045,a_005,1,train,2
73,2345851045,a_006,0,train,2
73,2345851045,a_007,1,train,1
73,2345851045,a_009,0,train,1
73,2345851045,a_010,0,train,1
73,2345851045,a_011,0,test,-1
73,2345851045,a_012,1,train,2
73,2345851045,a_1a,0,train,1
73,2345851045,a_2a,0,train,0
73,2345851045,a_2b,0,test,-1
73,2345851045,a_3a,0,train,2
73,2345851045,a_3b,0,test,-1
73,2345851045,a_4a,1,train,0
73,2345851045,a_4b,1,train,1
73,2345851045,a_5a,1,test,-1
73,2345851045,a_5b,1,train,0
74,1078349150,a_001,1,test,-1
74,1078349150,a_002,1,train,1
74,1078349150,a_003,0,test,-1
74,1078349150,a_004,0,train,2
74,1078349150,a_005,1,train,0
74,1078349150,a_006,0,train,1
74,1078349150,a_007,1,train,1
74,1078349150,a_009,0,test,-1
74,1078349150,a_010,0,train,1
74,1078349150,a_011,0,train,0
74,1078349150,a_012,1,test,-1
74,1078349150,a_1a,0,test,-1
74,1078349150,a_2a,0,test,-1
74,1078349150,a_2b,0,train,0
74,1078349150,a_3a,0,train,2
74,1078349150,a_3b,0,train,1
74,1078349150,a_4a,1,train,2
74,1078349150,a_4b,1,train,2
74,1078349150,a_5a,1,train,0
74,1078349150,a_5b,1,train,0
75,4027274691,a_001,1,train,2
75,4027274691,a_002,1,train,0
75,4027274691,a_003,0,train,0
75,4027274691,a_004,0,test,-1
75,4027274691,a_005,1,test,-1
75,4027274691,a_006,0,train,1
75,4027274691,a_007,1,test,-1
75,4027274691,a_009,0,train,1
75,4027274691,a_010,0,train,0
75,4027274691,a_011,0,train,2
75,4027274691,a_012,1,train,0
75,4027274691,a_1a,0,test,-1
75,4027274691,a_2a,0,test,-1
75,4027274691,a_2b,0,test,-1
75,4027274691,a_3a,0,train,2
75,4027274691,a_3b,0,train,1
75,4027274691,a_4a,1,train,1
75,4027274691,a_4b,1,train,2
75,4027274691,a_5a,1,train,1
75,4027274691,a_5b,1,train,0
76,2374937433,a_001,1,train,2
76,2374937433,a_002,1,train,0
76,2374937433,a_003,0,train,1
76,2374937433,a_004,0,train,2
76,2374937433,a_005,1,train,1
76,2374937433,a_006,0,train,0
76,2374937433,a_007,1,train,2
76,2374937433,a_009,0,test,-1
76,2374937433,a_010,0,train,1
76,2374937433,a_011,0,test,-1
76,2374937433,a_012,1,train,0
76,2374937433,a_1a,0,test,-1
76,2374937433,a_2a,0,train,2
76,2374937433,a_2b,0,train,1
76,2374937433,a_3a,0,test,-1
76,2374937433,a_3b,0,train,0
76,2374937433,a_4a,1,test,-1
76,2374937433,a_4b,1,train,0
76,2374937433,a_5a,1,train,1
76,2374937433,a_5b,1,test,-1
77,2125957013,a_001,1,test,-1
77,2125957013,a_002,1,train,0
77,2125957013,a_003,0,train,1
77,2125957013,a_004,0,train,1
77,2125957013,a_005,1,train,0
77,2125957013,a_006,0,test,-1
77,2125957013,a_007,1,train,1
77,2125957013,a_009,0,train,2
77,2125957013,a_010,0,train,0
77,2125957013,a_011,0,test,-1
77,2125957013,a_012,1,train,0
77,2125957013,a_1a,0,train,0
77,2125957013,a_2a,0,train,1
77,2125957013,a_2b,0,train,2
77,2125957013,a_3a,0,test,-1
77,2125957013,a_3b,0,test,-1
77,2125957013,a_4a,1,test,-1
77,2125957013,a_4b,1,train,1
77,2125957013,a_5a,1,train,2
77,2125957013,a_5b,1,train,2
78,1358653540,a_001,1,train,0
78,1358653540,a_002,1,test,-1
78,1358653540,a_003,0,test,-1
78,1358653540,a_004,0,train,1
78,1358653540,a_005,1,train,2
78,1358653540,a_006,0,train,0
78,1358653540,a_007,1,train,2
78,1358653540,a_009,0,test,-1
78,1358653540,a_010,0,train,1
78,1358653540,a_011,0,train,1
78,1358653540,a_012,1,test,-1
78,1358653540,a_1a,0,train,2
78,1358653540,a_2a,0,train,2
78,1358653540,a_2b,0,test,-1
78,1358653540,a_3a,0,train,0
78,1358653540,a_3b,0,test,-1
78,1358653540,a_4a,1,train,1
78,1358653540,a_4b,1,train,0
78,1358653540,a_5a,1,train,1
78,1358653540,a_5b,1,train,0
79,1175846864,a_001,1,train,0
79,1175846864,a_002,1,test,-1
79,1175846864,a_003,0,train,2
79,1175846864,a_004,0,test,-1
79,1175846864,a_005,1,train,1
79,1175846864,a_006,0,train,2
79,1175846864,a_007,1,train,0
79,1175846864,a_009,0,train,0
79,1175846864,a_010,0,train,1
79,1175846864,a_011,0,test,-1
79,1175846864,a_012,1,train,2
79,1175846864,a_1a,0,train,1
79,1175846864,a_2a,0,train,0
